City,Brand,Model,Year,Type,Color,Displacement,HP,Fuel type,Mielage,Transmission,Drivetrain,New,Price
Sumqayıt,Mercedes,C 220,2008,Sedan,Gümüşü,2.2 L,170 a.g.,Dizel,234 500 km,Avtomat,Arxa,Xeyr,25500 AZN
Sumqayıt,Mercedes,C 300,2010,Sedan,Qara,3.0 L,231 a.g.,Benzin,136 700 km,Avtomat,Arxa,Xeyr,15500 $
Bakı,Mercedes,C 220,1999,Universal,Göy,2.2 L,143 a.g.,Dizel,470 000 km,Avtomat,Arxa,Xeyr,11250 AZN
Bakı,Mercedes,C 240,1999,Sedan,Boz,2.4 L,170 a.g.,Benzin,175 903 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,1998,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,29 000 km,Avtomat,Arxa,Xeyr,10600 AZN
Bakı,Mercedes,C 240,1999,Sedan,Göy,2.4 L,170 a.g.,Benzin,281 581 km,Avtomat,Arxa,Xeyr,13800 AZN
Xırdalan,Mercedes,C 180,1993,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,568 525 km,Avtomat,Arxa,Xeyr,6400 AZN
Bakı,Mercedes,C 180,1995,Sedan,Qırmızı,1.8 L,122 a.g.,Benzin,470 000 km,Mexaniki,Arxa,Xeyr,6500 AZN
Bərdə,Mercedes,C 230,2000,Sedan,Ağ,2.3 L,150 a.g.,Benzin,194 000 km,Avtomat,Arxa,Xeyr,13750 AZN
Bakı,Mercedes,C 200,1994,Sedan,Qara,2.0 L,136 a.g.,Benzin,300 000 km,Mexaniki,Arxa,Xeyr,7300 AZN
Bakı,Mercedes,C 180,1998,Sedan,Qara,1.8 L,122 a.g.,Benzin,237 898 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 240,2002,Sedan,Gümüşü,2.6 L,177 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,12900 AZN
Bakı,Mercedes,C 200,1998,Sedan,Ağ,2.0 L,136 a.g.,Benzin,325 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,1993,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,366 900 km,Avtomat,Arxa,Xeyr,8800 AZN
Bakı,Mercedes,C 180,1998,Universal,Qara,1.8 L,122 a.g.,Benzin,352 541 km,Mexaniki,Arxa,Xeyr,9800 AZN
Bakı,Mercedes,C 180,1995,Sedan,Qara,1.8 L,122 a.g.,Benzin,315 687 km,Mexaniki,Ön,Xeyr,7000 AZN
Bakı,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,214 145 km,Avtomat,Arxa,Xeyr,11850 AZN
Bakı,Mercedes,C 240,1998,Universal,Qara,2.4 L,170 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,10300 AZN
Neftçala,Mercedes,C 220,1998,Sedan,Yaşıl,2.2 L,143 a.g.,Dizel,236 798 km,Avtomat,Arxa,Xeyr,13500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,456 185 km,Avtomat,Arxa,Xeyr,10200 AZN
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 240,1999,Sedan,Qara,2.4 L,170 a.g.,Benzin,183 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Şirvan,Mercedes,C 180,1994,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,290 000 km,Mexaniki,Arxa,Xeyr,7900 AZN
Bakı,Mercedes,C 200,1997,Sedan,Qara,2.0 L,136 a.g.,Benzin,22 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,170 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Ağcabədi,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,388 500 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 180,1996,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,371 792 km,Avtomat,Arxa,Xeyr,8500 AZN
Bakı,Mercedes,C 230,1997,Sedan,Göy,2.3 L,150 a.g.,Benzin,183 000 km,Avtomat,Arxa,Xeyr,9700 AZN
Bakı,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,209 500 km,Avtomat,Arxa,Xeyr,10750 AZN
Bakı,Mercedes,C 220,1995,Sedan,Boz,2.2 L,150 a.g.,Benzin,300 000 km,Mexaniki,Arxa,Xeyr,8250 AZN
Bakı,Mercedes,C 220,1996,Sedan,Qara,2.2 L,146 a.g.,Benzin,400 000 km,Avtomat,Arxa,Xeyr,8000 AZN
Bakı,Mercedes,C 180,1998,Universal,Qara,2.2 L,122 a.g.,Benzin,396 000 km,Mexaniki,Arxa,Xeyr,8700 AZN
Şirvan,Mercedes,C 220,1998,Universal,Qırmızı,2.2 L,146 a.g.,Dizel,679 290 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 180,1994,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,353 300 km,Avtomat,Arxa,Xeyr,7000 AZN
Bakı,Mercedes,C 230,1999,Sedan,Ağ,2.3 L,150 a.g.,Benzin,170 000 km,Avtomat,Arxa,Xeyr,13300 AZN
Sumqayıt,Mercedes,C 180,2003,Sedan,Gümüşü,1.8 L,136 a.g.,Benzin,335 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 230,1997,Sedan,Ağ,2.3 L,150 a.g.,Benzin,240 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 230,1997,Sedan,Ağ,2.3 L,150 a.g.,Benzin,248 500 km,Avtomat,Arxa,Xeyr,8900 AZN
Mingəçevir,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,411 170 km,Avtomat,Arxa,Xeyr,10700 AZN
Ağcabədi,Mercedes,C 200,2000,Sedan,Ağ,2.0 L,136 a.g.,Benzin,166 333 km,Avtomat,Arxa,Xeyr,13333 AZN
Masallı,Mercedes,C 250,1989,Sedan,Göy,2.5 L,150 a.g.,Dizel,721 000 km,Mexaniki,Arxa,Xeyr,7000 AZN
Bakı,Mercedes,C 180,1995,Sedan,Göy,1.8 L,122 a.g.,Benzin,380 000 km,Avtomat,Ön,Xeyr,10400 AZN
Bakı,Mercedes,C 240,2000,Sedan,Qara,2.6 L,177 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,12800 AZN
Bakı,Mercedes,C 200,2000,Sedan,Qara,2.0 L,136 a.g.,Benzin,230 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 230,2000,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,456 185 km,Avtomat,Arxa,Xeyr,10200 AZN
Zaqatala,Mercedes,C 280,1998,Sedan,Mavi,2.8 L,220 a.g.,Benzin,286 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Şuşa,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,349 650 km,Avtomat,Arxa,Xeyr,7200 AZN
Sumqayıt,Mercedes,C 200,2000,Sedan,Ağ,2.0 L,170 a.g.,Benzin,230 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 180,1994,Sedan,Qızılı,1.8 L,122 a.g.,Benzin,280 000 km,Mexaniki,Tam,Xeyr,6500 AZN
Bərdə,Mercedes,C 230,1997,Hetçbek / Liftbek,Qızılı,2.3 L,150 a.g.,Benzin,645 000 km,Avtomat,Arxa,Xeyr,9700 AZN
Ucar,Mercedes,C 200,1997,Sedan,Qızılı,2.0 L,136 a.g.,Benzin,286 143 km,Avtomat,Arxa,Xeyr,10500 AZN
Astara,Mercedes,C 180,1996,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,322 222 km,Avtomat,Arxa,Xeyr,8200 AZN
Gəncə,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,215 800 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 200,1998,Sedan,Göy,2.0 L,136 a.g.,Benzin,325 000 km,Avtomat,Arxa,Xeyr,12300 AZN
Bakı,Mercedes,C 180,1996,Sedan,Qara,1.8 L,122 a.g.,Benzin,340 000 km,Mexaniki,Arxa,Xeyr,8300 AZN
Bakı,Mercedes,C 320,2000,Sedan,Bənövşəyi,3.2 L,218 a.g.,Benzin,241 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Gəncə,Mercedes,C 180,1999,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,234 699 km,Avtomat,Arxa,Xeyr,10900 AZN
Gəncə,Mercedes,C 200,1997,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,322 500 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 230,1999,Sedan,Qara,2.3 L,150 a.g.,Benzin,164 383 km,Avtomat,Arxa,Xeyr,10800 AZN
Bakı,Mercedes,C 230,1999,Sedan,Göy,2.3 L,150 a.g.,Benzin,195 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 180,1997,Universal,Qara,1.8 L,122 a.g.,Benzin,242 559 km,Mexaniki,Arxa,Xeyr,10000 AZN
Bakı,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Sumqayıt,Mercedes,C 220,1999,Universal,Gümüşü,2.2 L,143 a.g.,Dizel,380 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 250,2013,Sedan,Qara,2.0 L,211 a.g.,Benzin,69 203 km,Avtomat,Arxa,Xeyr,20400 $
Bakı,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,260 765 km,Avtomat,Arxa,Xeyr,11500 AZN
Göyçay,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,218 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 180,1995,Sedan,Gümüşü,1.8 L,135 a.g.,Benzin,395 000 km,Avtomat,Arxa,Xeyr,8700 AZN
Sumqayıt,Mercedes,C 230,1998,Universal,Qara,2.3 L,150 a.g.,Benzin,441 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,456 185 km,Avtomat,Arxa,Xeyr,10200 AZN
Sumqayıt,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,243 000 km,Mexaniki,Arxa,Xeyr,8700 AZN
Bakı,Mercedes,C 180,1997,Universal,Gümüşü,1.8 L,122 a.g.,Benzin,349 000 km,Avtomat,Arxa,Xeyr,8800 AZN
Bakı,Mercedes,C 200,2001,Sedan,Qara,2.0 L,146 a.g.,Benzin,309 444 km,Avtomat,Arxa,Xeyr,9500 AZN
Kürdəmir,Mercedes,C 180,1998,Universal,Qara,1.8 L,122 a.g.,Benzin,332 000 km,Mexaniki,Arxa,Xeyr,10000 AZN
Bakı,Mercedes,C 180,1998,Universal,Göy,1.8 L,122 a.g.,Benzin,319 995 km,Mexaniki,Arxa,Xeyr,9900 AZN
Sumqayıt,Mercedes,C 200,1996,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,235 000 km,Avtomat,Arxa,Xeyr,9300 AZN
Biləsuvar,Mercedes,C 180,1996,Sedan,Tünd qırmızı,1.8 L,122 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,8500 AZN
Yevlax,Mercedes,C 300,2008,Sedan,Ağ,3.0 L,231 a.g.,Benzin,275 000 km,Avtomat,Tam,Xeyr,22000 AZN
Sumqayıt,Mercedes,C 240,2001,Sedan,Ağ,2.4 L,170 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,14500 AZN
Sumqayıt,Mercedes,C 240,2003,Sedan,Qara,2.4 L,178 a.g.,Benzin,365 000 km,Avtomat,Arxa,Xeyr,12400 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,294 352 km,Avtomat,Arxa,Xeyr,12800 AZN
Lənkəran,Mercedes,C 280,1996,Sedan,Göy,2.8 L,193 a.g.,Benzin,346 778 km,Avtomat,Arxa,Xeyr,10000 AZN
Bakı,Mercedes,C 250,2008,Sedan,Ağ,2.5 L,204 a.g.,Benzin,130 000 km,Avtomat,Arxa,Xeyr,31000 AZN
Bakı,Mercedes,C 240,2000,Sedan,Göy,2.4 L,170 a.g.,Benzin,131 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Gəncə,Mercedes,C 180,1997,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,254 000 km,Avtomat,Arxa,Xeyr,9300 AZN
Sumqayıt,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,320 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Bakı,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,143 a.g.,Dizel,275 000 km,Avtomat,Arxa,Xeyr,13300 AZN
Bakı,Mercedes,C 240,1999,Universal,Gümüşü,2.4 L,170 a.g.,Benzin,285 500 km,Avtomat,Arxa,Xeyr,12300 AZN
Bakı,Mercedes,C 200,1998,Sedan,Ağ,2.0 L,136 a.g.,Benzin,288 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 230,1999,Sedan,Ağ,2.3 L,150 a.g.,Benzin,256 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 280,1998,Sedan,Ağ,2.8 L,193 a.g.,Benzin,218 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 250,2007,Sedan,Boz,2.5 L,207 a.g.,Benzin,80 000 km,Avtomat,Arxa,Xeyr,16500 $
Bakı,Mercedes,C 180,1996,Sedan,Göy,1.8 L,122 a.g.,Benzin,298 563 km,Avtomat,Arxa,Xeyr,7700 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,456 185 km,Avtomat,Arxa,Xeyr,10200 AZN
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $
Bakı,Mercedes,C 230,1993,Sedan,Göy,2.3 L,150 a.g.,Dizel,360 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 250,1998,Universal,Göy,2.5 L,150 a.g.,Dizel,500 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,146 a.g.,Dizel,250 000 km,Avtomat,Arxa,Xeyr,12600 AZN
Gəncə,Mercedes,C 220,1996,Sedan,Göy,2.2 L,146 a.g.,Qaz,431 000 km,Avtomat,Arxa,Xeyr,7500 AZN
Sumqayıt,Mercedes,C 220,1996,Sedan,Göy,2.2 L,146 a.g.,Benzin,390 000 km,Avtomat,Arxa,Xeyr,8900 AZN
Sumqayıt,Mercedes,C 180,1999,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,240 000 km,Avtomat,Arxa,Xeyr,12300 AZN
Bakı,Mercedes,C 180,2000,Universal,Gümüşü,1.8 L,122 a.g.,Benzin,281 410 km,Avtomat,Arxa,Xeyr,11200 AZN
Gəncə,Mercedes,C 180,1995,Sedan,Göy,1.8 L,122 a.g.,Benzin,470 834 km,Avtomat,Arxa,Xeyr,8200 AZN
Bakı,Mercedes,C 180,2000,Universal,Göy,1.8 L,122 a.g.,Benzin,316 000 km,Mexaniki,Arxa,Xeyr,10500 AZN
Sumqayıt,Mercedes,C 220,1994,Sedan,Boz,2.2 L,150 a.g.,Benzin,368 531 km,Avtomat,Arxa,Xeyr,7900 AZN
Bakı,Mercedes,C 240,1998,Sedan,Göy,2.4 L,170 a.g.,Benzin,222 334 km,Avtomat,Arxa,Xeyr,12300 AZN
Sumqayıt,Mercedes,C 180,1999,Universal,Göy,1.8 L,122 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,10700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 240,2002,Sedan,Qara,2.4 L,170 a.g.,Benzin,323 000 km,Avtomat,Arxa,Xeyr,9900 AZN
Bakı,Mercedes,C 280,1995,Sedan,Yaş Asfalt,2.8 L,193 a.g.,Benzin,335 000 km,Avtomat,Arxa,Xeyr,7500 AZN
Sumqayıt,Mercedes,C 200,2001,Kupe,Qara,2.0 L,180 a.g.,Benzin,116 500 km,Avtomat,Arxa,Xeyr,11900 AZN
Sumqayıt,Mercedes,C 180,2000,Sedan,Qızılı,1.8 L,122 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,11600 AZN
Bakı,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,247 666 km,Avtomat,Arxa,Xeyr,11900 AZN
Bakı,Mercedes,C 200,2000,Sedan,Göy,2.0 L,136 a.g.,Benzin,145 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,1998,Sedan,Yaş Asfalt,2.4 L,170 a.g.,Benzin,196 000 km,Avtomat,Arxa,Xeyr,11600 AZN
Bakı,Mercedes,C 180,1998,Universal,Göy,1.8 L,122 a.g.,Benzin,200 050 km,Mexaniki,Arxa,Xeyr,10000 AZN
Bakı,Mercedes,C 180,1999,Universal,Gümüşü,1.8 L,122 a.g.,Benzin,188 000 km,Avtomat,Arxa,Xeyr,12600 AZN
Ağsu,Mercedes,C 200,1994,Sedan,Boz,2.0 L,136 a.g.,Benzin,320 000 km,Avtomat,Arxa,Xeyr,8000 AZN
Bakı,Mercedes,C 180,1997,Universal,Qara,1.8 L,122 a.g.,Benzin,269 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Bakı,Mercedes,C 180,2018,Sedan,Qara,1.6 L,150 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,50999 $
Göygöl,Mercedes,C 240,2001,Sedan,Göy,2.4 L,170 a.g.,Benzin,87 000 km,Avtomat,Tam,Xeyr,11900 AZN
Bakı,Mercedes,C 200,2000,Sedan,Qara,2.0 L,146 a.g.,Dizel,180 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Zaqatala,Mercedes,C 200,1996,Universal,Göy,2.0 L,136 a.g.,Benzin,324 536 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 240,2000,Sedan,Boz,2.4 L,177 a.g.,Benzin,296 000 km,Avtomat,Arxa,Xeyr,10000 AZN
Bakı,Mercedes,C 230,1997,Sedan,Qızılı,2.3 L,150 a.g.,Benzin,321 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,278 678 km,Avtomat,Arxa,Xeyr,12000 AZN
Sumqayıt,Mercedes,C 250,2005,Sedan,Qara,1.8 L,192 a.g.,Benzin,176 700 km,Avtomat,Arxa,Xeyr,15500 AZN
Bakı,Mercedes,C 300,2010,Sedan,Ağ,3.0 L,231 a.g.,Benzin,105 000 km,Avtomat,Tam,Xeyr,19000 $
Sumqayıt,Mercedes,C 200,1998,Universal,Göy,2.0 L,136 a.g.,Benzin,264 000 km,Mexaniki,Arxa,Xeyr,9700 AZN
Cəlilabad,Mercedes,C 240,2004,Sedan,Gümüşü,2.6 L,177 a.g.,Benzin,240 000 km,Avtomat,Tam,Xeyr,13000 AZN
Naxçıvan,Mercedes,C 180,1994,Sedan,Qara,1.8 L,122 a.g.,Benzin,443 280 km,Mexaniki,Arxa,Xeyr,8800 AZN
Bakı,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,290 000 km,Avtomat,Arxa,Xeyr,12300 AZN
Bakı,Mercedes,C 200,1998,Sedan,Qara,2.0 L,136 a.g.,Benzin,292 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 320,2000,Sedan,Yaşıl,3.2 L,218 a.g.,Benzin,270 000 km,Avtomat,Arxa,Xeyr,13500 AZN
Sumqayıt,Mercedes,C 30 AMG,2012,Sedan,Ağ,3.0 L,306 a.g.,Benzin,99 800 km,Avtomat,Arxa,Xeyr,21900 $
Bakı,Mercedes,C 200,1995,Sedan,Yaş Asfalt,2.0 L,136 a.g.,Benzin,297 850 km,Avtomat,Arxa,Xeyr,7600 AZN
Sumqayıt,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,321 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 240,2003,Universal,Qara,2.4 L,170 a.g.,Benzin,320 000 km,Avtomat,Tam,Xeyr,11000 AZN
Şirvan,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,353 586 km,Avtomat,Arxa,Xeyr,9200 AZN
Bakı,Mercedes,C 180,2018,Sedan,Qara,1.6 L,150 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,50999 $
Bakı,Mercedes,C 240,1998,Sedan,Boz,2.4 L,180 a.g.,Benzin,256 000 km,Avtomat,Arxa,Xeyr,12600 AZN
Bakı,Mercedes,C 230,1996,Sedan,Göy,2.3 L,150 a.g.,Benzin,333 698 km,Avtomat,Arxa,Xeyr,10300 AZN
Gəncə,Mercedes,C 180,1995,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,39 000 km,Avtomat,Arxa,Xeyr,7900 AZN
Bakı,Mercedes,C 220,1993,Sedan,Qara,2.2 L,146 a.g.,Benzin,337 040 km,Avtomat,Arxa,Xeyr,6900 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
